Temperature	300 K	315 K	330 K	345 K	360 K	400 K	415 K	430 K	445 K
Time	AI	AI	AI	AI	AI	AI	AI	AI	AI
347.1577E+0	36.5735E-9	39.3959E-9	41.1783E-9	41.5545E-9	28.8150E-9	23.3146E-9	21.5934E-9	47.2670E-9	48.1922E-9
348.1902E+0	36.3613E-9	39.4443E-9	41.2162E-9	41.5841E-9	28.6227E-9	23.1398E-9	21.4811E-9	47.1380E-9	48.2572E-9
349.2227E+0	36.4474E-9	39.3689E-9	40.9622E-9	41.2630E-9	28.5456E-9	23.1986E-9	21.4713E-9	47.3713E-9	48.2500E-9
350.2551E+0	36.3176E-9	39.2007E-9	41.0620E-9	41.2383E-9	28.7412E-9	23.2239E-9	21.3318E-9	47.2819E-9	48.1381E-9
351.2876E+0	36.3136E-9	39.3024E-9	40.8767E-9	41.1015E-9	28.6396E-9	23.0550E-9	21.2730E-9	47.1997E-9	48.2243E-9
352.3202E+0	36.4408E-9	39.1631E-9	40.7796E-9	41.1098E-9	28.5772E-9	22.9665E-9	21.2176E-9	47.1588E-9	48.0577E-9
353.3527E+0	36.3393E-9	38.7301E-9	40.6067E-9	41.2676E-9	28.2465E-9	22.9271E-9	21.2204E-9	46.9170E-9	48.0960E-9
354.3852E+0	36.2110E-9	38.8023E-9	40.5729E-9	41.0587E-9	28.2354E-9	23.0065E-9	21.1824E-9	46.9701E-9	48.1010E-9
355.4177E+0	36.1165E-9	38.8858E-9	40.4398E-9	41.0962E-9	28.1985E-9	22.8206E-9	21.1109E-9	46.8565E-9	48.1002E-9
356.4502E+0	35.9223E-9	38.9615E-9	40.4048E-9	41.0015E-9	28.4121E-9	22.6858E-9	20.9439E-9	46.9349E-9	47.9776E-9
357.4826E+0	35.8885E-9	38.7626E-9	40.4397E-9	40.8160E-9	28.2116E-9	22.6302E-9	20.8716E-9	46.6801E-9	48.0367E-9
358.5151E+0	35.7220E-9	38.6730E-9	40.2446E-9	40.7447E-9	28.0041E-9	22.5445E-9	20.7734E-9	46.6895E-9	47.6839E-9
359.5477E+0	35.6857E-9	38.5127E-9	40.3236E-9	40.5600E-9	28.0940E-9	22.4360E-9	20.8120E-9	46.6837E-9	47.8889E-9
360.5802E+0	35.8816E-9	38.1998E-9	40.3592E-9	40.6136E-9	28.0294E-9	22.4000E-9	20.7103E-9	46.7027E-9	47.7975E-9
361.6128E+0	35.7199E-9	38.3525E-9	40.0739E-9	40.5814E-9	27.9180E-9	22.3751E-9	20.8196E-9	46.4106E-9	47.8912E-9
362.6452E+0	35.6217E-9	38.3060E-9	40.2072E-9	40.4016E-9	27.7519E-9	22.2941E-9	20.7130E-9	46.5545E-9	47.5205E-9
363.6777E+0	35.6310E-9	38.3872E-9	39.9775E-9	40.2717E-9	27.6028E-9	22.2113E-9	20.5508E-9	46.3053E-9	47.4729E-9
364.7102E+0	35.4814E-9	38.3252E-9	39.9917E-9	40.2729E-9	27.3689E-9	22.0814E-9	20.6306E-9	46.3623E-9	47.5902E-9
365.7427E+0	35.7281E-9	38.3593E-9	40.0124E-9	40.3917E-9	27.5221E-9	22.1714E-9	20.4558E-9	46.3349E-9	47.3215E-9
366.7752E+0	35.5023E-9	38.5177E-9	39.8073E-9	40.3340E-9	27.5977E-9	22.0498E-9	20.4937E-9	46.2122E-9	47.3344E-9
367.8078E+0	35.4579E-9	38.3740E-9	39.7598E-9	40.3010E-9	27.3084E-9	22.0613E-9	20.3986E-9	46.5651E-9	47.0575E-9
368.8403E+0	35.3687E-9	38.2336E-9	39.8135E-9	40.0138E-9	27.1506E-9	21.8660E-9	20.2772E-9	46.2469E-9	47.0277E-9
369.8728E+0	35.4860E-9	38.1566E-9	39.7344E-9	39.8828E-9	27.0841E-9	22.0622E-9	20.1814E-9	46.3435E-9	46.9373E-9
370.9053E+0	35.4381E-9	38.1161E-9	39.6061E-9	39.7803E-9	26.8622E-9	21.8629E-9	20.1636E-9	46.3654E-9	46.9352E-9
371.9377E+0	35.5245E-9	37.9496E-9	39.4622E-9	39.7190E-9	26.8441E-9	21.7470E-9	20.2051E-9	46.0836E-9	46.7357E-9
372.9702E+0	35.2080E-9	38.0750E-9	39.6483E-9	39.6887E-9	26.7380E-9	21.7469E-9	19.9510E-9	46.1768E-9	46.7406E-9
374.0028E+0	35.1746E-9	37.7347E-9	39.5006E-9	39.8274E-9	26.6160E-9	21.5352E-9	19.8732E-9	46.2414E-9	46.6448E-9
375.0353E+0	35.0965E-9	37.8283E-9	39.5525E-9	39.6926E-9	26.5973E-9	21.4817E-9	19.8434E-9	46.4143E-9	46.6270E-9
376.0679E+0	34.9165E-9	37.9811E-9	39.5676E-9	39.4327E-9	26.4965E-9	21.3565E-9	19.7537E-9	46.0190E-9	46.7302E-9
377.1004E+0	34.9888E-9	37.6052E-9	39.4810E-9	39.4190E-9	26.4267E-9	21.2788E-9	19.7796E-9	46.1208E-9	46.5120E-9
378.1328E+0	35.2494E-9	37.6365E-9	39.3945E-9	39.3833E-9	26.2647E-9	21.2115E-9	19.6988E-9	46.0941E-9	46.6165E-9
379.1653E+0	34.9907E-9	37.4277E-9	39.5276E-9	39.2165E-9	26.2366E-9	21.2045E-9	19.6122E-9	45.9973E-9	46.5030E-9
380.1978E+0	34.9289E-9	37.5368E-9	39.2156E-9	39.2076E-9	26.1449E-9	21.1183E-9	19.5391E-9	46.0749E-9	46.3885E-9
381.2303E+0	34.9794E-9	37.5767E-9	39.1745E-9	39.1308E-9	26.0801E-9	21.0968E-9	19.5293E-9	46.0380E-9	46.3825E-9
382.2629E+0	34.9648E-9	37.5055E-9	38.9535E-9	39.1336E-9	26.1095E-9	21.0412E-9	19.5115E-9	45.9327E-9	46.4337E-9
383.2954E+0	34.9253E-9	37.1145E-9	39.1573E-9	39.0164E-9	26.0629E-9	20.9763E-9	19.4473E-9	45.7153E-9	46.2319E-9
384.3280E+0	35.0974E-9	37.1660E-9	38.9599E-9	39.1606E-9	26.0057E-9	20.9684E-9	19.4523E-9	45.5856E-9	46.0816E-9
385.3605E+0	34.7145E-9	37.0991E-9	38.9972E-9	38.7795E-9	25.9559E-9	20.8688E-9	19.3051E-9	45.7815E-9	46.0078E-9
386.3929E+0	34.5767E-9	37.0252E-9	38.8873E-9	38.6830E-9	25.9779E-9	20.6967E-9	19.3140E-9	45.6216E-9	46.0765E-9
387.4254E+0	34.5910E-9	36.9591E-9	39.1128E-9	38.6328E-9	25.7200E-9	20.6180E-9	19.2526E-9	45.5848E-9	46.1363E-9
388.4579E+0	34.6428E-9	37.0049E-9	38.7903E-9	38.6688E-9	25.6241E-9	20.5605E-9	19.1057E-9	45.6703E-9	46.0718E-9
389.4904E+0	34.6520E-9	37.0455E-9	38.8687E-9	38.5497E-9	25.4632E-9	20.6041E-9	19.1226E-9	45.6558E-9	45.8008E-9
390.5230E+0	34.5700E-9	36.8367E-9	38.6056E-9	38.6103E-9	25.4487E-9	20.6340E-9	19.0593E-9	45.6015E-9	46.0814E-9
391.5556E+0	34.6162E-9	36.6282E-9	38.5973E-9	38.5456E-9	25.2710E-9	20.6312E-9	18.9966E-9	45.5822E-9	45.8652E-9
392.5881E+0	34.5682E-9	36.7463E-9	38.5349E-9	38.4638E-9	25.2205E-9	20.6651E-9	19.0313E-9	45.4701E-9	45.6550E-9
393.6205E+0	34.4713E-9	36.7788E-9	38.3611E-9	38.2899E-9	25.1985E-9	20.5575E-9	18.9637E-9	45.4403E-9	45.5921E-9
394.6530E+0	34.5819E-9	36.7980E-9	38.1793E-9	38.0077E-9	24.9157E-9	20.3680E-9	18.7961E-9	45.3335E-9	45.5684E-9
395.6855E+0	34.4031E-9	36.4692E-9	38.1291E-9	38.1098E-9	25.1388E-9	20.2538E-9	18.8668E-9	45.2672E-9	45.6421E-9
396.7181E+0	34.2791E-9	36.4510E-9	38.0961E-9	38.0670E-9	25.0996E-9	20.3336E-9	18.8323E-9	44.9928E-9	45.8093E-9
397.7506E+0	34.3656E-9	36.4406E-9	38.2058E-9	38.1938E-9	24.9730E-9	20.1716E-9	18.7785E-9	45.1889E-9	45.6766E-9
398.7831E+0	34.0959E-9	36.6913E-9	38.2432E-9	37.9805E-9	24.9493E-9	20.0202E-9	18.6988E-9	45.0020E-9	45.6486E-9
399.8156E+0	34.3587E-9	36.4206E-9	38.1421E-9	38.0807E-9	24.8738E-9	20.0184E-9	18.6991E-9	44.9483E-9	45.4674E-9
400.8481E+0	34.2501E-9	36.3117E-9	37.9947E-9	37.8922E-9	24.6997E-9	19.9195E-9	18.6637E-9	44.9298E-9	45.6745E-9
401.8806E+0	34.0043E-9	36.1576E-9	37.9169E-9	37.8282E-9	24.6964E-9	19.8492E-9	18.5733E-9	45.0571E-9	45.5253E-9
402.9131E+0	33.9235E-9	36.4149E-9	37.8391E-9	37.5600E-9	24.6638E-9	19.6633E-9	18.6616E-9	44.9109E-9	45.5679E-9
403.9456E+0	34.0275E-9	36.3125E-9	37.8315E-9	37.8387E-9	24.6660E-9	19.6668E-9	18.5840E-9	45.2189E-9	45.4496E-9
404.9781E+0	34.1469E-9	36.1182E-9	37.5999E-9	37.6869E-9	24.5757E-9	19.6372E-9	18.4893E-9	44.7433E-9	45.3344E-9
406.0107E+0	33.6930E-9	36.1138E-9	37.6254E-9	37.8516E-9	24.5620E-9	19.5843E-9	18.3815E-9	44.8436E-9	45.4511E-9
407.0432E+0	33.8976E-9	36.0707E-9	37.5760E-9	37.8738E-9	24.5397E-9	19.4488E-9	18.3319E-9	44.9912E-9	45.0548E-9
408.0757E+0	33.8328E-9	36.1500E-9	37.5332E-9	37.5451E-9	24.4314E-9	19.4693E-9	18.2549E-9	44.5931E-9	45.2252E-9
409.1081E+0	34.0884E-9	36.1337E-9	37.8164E-9	37.4281E-9	24.1852E-9	19.3484E-9	18.1904E-9	44.7562E-9	45.1098E-9
410.1406E+0	33.9137E-9	35.9666E-9	37.5354E-9	37.5932E-9	24.0382E-9	19.3355E-9	18.1465E-9	44.6961E-9	45.0788E-9
411.1732E+0	33.6071E-9	35.8258E-9	37.4307E-9	37.6063E-9	24.0371E-9	19.3158E-9	18.0817E-9	44.5015E-9	45.1141E-9
412.2057E+0	33.6882E-9	35.9190E-9	37.3429E-9	37.3040E-9	23.9311E-9	19.3025E-9	18.0675E-9	44.4556E-9	45.0986E-9
413.2382E+0	33.7308E-9	35.6247E-9	37.3215E-9	37.2222E-9	24.0826E-9	19.2511E-9	18.0275E-9	44.4902E-9	45.2642E-9
414.2707E+0	33.6234E-9	35.6254E-9	37.3303E-9	37.1347E-9	23.9507E-9	19.1794E-9	17.9754E-9	44.3357E-9	45.0414E-9
415.3032E+0	33.5978E-9	35.6412E-9	37.0661E-9	36.9961E-9	23.9422E-9	19.0878E-9	17.9864E-9	44.3562E-9	45.0379E-9
416.3357E+0	33.3992E-9	35.7952E-9	36.9992E-9	36.8919E-9	23.7200E-9	19.0877E-9	17.8732E-9	44.3945E-9	44.9416E-9
417.3681E+0	33.2660E-9	35.8128E-9	36.8938E-9	36.8785E-9	23.7487E-9	19.0429E-9	17.7225E-9	44.1201E-9	44.8482E-9
418.4007E+0	33.5399E-9	35.6154E-9	36.9718E-9	36.9527E-9	23.7114E-9	19.0321E-9	17.6571E-9	43.9970E-9	44.7159E-9
419.4332E+0	33.2761E-9	35.5731E-9	36.9096E-9	36.9425E-9	23.4421E-9	18.9791E-9	17.7360E-9	44.1292E-9	44.7163E-9
420.4658E+0	33.1797E-9	35.5812E-9	36.9232E-9	36.8381E-9	23.5483E-9	18.8666E-9	17.7052E-9	43.9945E-9	44.6774E-9
421.4982E+0	33.1497E-9	35.4079E-9	36.7554E-9	36.9012E-9	23.4297E-9	18.8337E-9	17.5822E-9	44.0925E-9	44.8027E-9
422.5307E+0	33.1850E-9	35.3324E-9	36.7455E-9	36.4395E-9	23.3464E-9	18.6860E-9	17.5473E-9	44.2651E-9	44.6718E-9
423.5632E+0	33.2161E-9	35.4304E-9	36.8106E-9	36.4390E-9	23.4989E-9	18.6684E-9	17.6190E-9	44.0867E-9	44.8442E-9
424.5957E+0	33.2628E-9	35.6140E-9	36.6459E-9	36.4968E-9	23.3593E-9	18.6406E-9	17.5515E-9	43.9891E-9	44.4864E-9
425.6282E+0	32.8724E-9	35.4570E-9	36.6640E-9	36.1359E-9	23.2584E-9	18.5488E-9	17.4680E-9	44.1371E-9	44.8152E-9
426.6608E+0	32.7986E-9	35.4389E-9	36.4035E-9	36.2291E-9	23.1474E-9	18.5427E-9	17.4852E-9	43.9517E-9	44.4520E-9
427.6933E+0	32.8061E-9	35.4764E-9	36.5515E-9	36.0993E-9	23.0431E-9	18.4886E-9	17.3411E-9	43.8769E-9	44.5051E-9
428.7258E+0	32.7684E-9	35.3407E-9	36.6346E-9	36.0475E-9	23.0687E-9	18.5090E-9	17.3361E-9	43.9009E-9	44.5087E-9
429.7583E+0	32.8483E-9	35.4207E-9	36.5509E-9	35.9801E-9	23.1439E-9	18.3510E-9	17.3211E-9	43.7337E-9	44.3633E-9
430.7908E+0	32.7617E-9	35.4710E-9	36.5924E-9	36.0038E-9	23.0138E-9	18.3922E-9	17.2437E-9	43.8448E-9	44.4366E-9
431.8233E+0	32.7086E-9	35.6148E-9	36.3552E-9	35.9390E-9	22.8602E-9	18.3860E-9	17.2905E-9	43.8147E-9	44.2017E-9
432.8558E+0	32.7561E-9	35.4160E-9	36.2464E-9	35.9070E-9	22.8609E-9	18.4788E-9	17.2473E-9	43.6622E-9	44.2416E-9
433.8883E+0	32.7934E-9	35.3936E-9	36.2243E-9	35.8869E-9	22.7597E-9	18.2565E-9	17.1674E-9	43.6305E-9	44.1431E-9
434.9209E+0	32.6511E-9	35.3417E-9	35.9955E-9	35.6367E-9	22.7602E-9	18.2456E-9	17.1549E-9	43.6576E-9	44.1088E-9
435.9534E+0	32.6697E-9	35.3443E-9	36.0698E-9	35.8430E-9	22.7403E-9	18.2087E-9	17.1286E-9	43.5431E-9	44.1984E-9
436.9858E+0	32.8053E-9	35.3426E-9	36.2621E-9	35.6135E-9	22.5878E-9	18.1233E-9	17.1168E-9	43.5167E-9	44.3115E-9
438.0183E+0	32.4696E-9	35.1586E-9	36.2475E-9	35.6347E-9	22.6055E-9	18.0078E-9	16.9841E-9	43.7039E-9	44.4004E-9
439.0508E+0	32.6477E-9	35.1407E-9	36.1595E-9	35.6908E-9	22.3185E-9	18.0593E-9	17.0367E-9	43.5455E-9	44.1802E-9
440.0833E+0	32.8227E-9	34.8141E-9	36.0729E-9	35.3983E-9	22.3525E-9	18.0897E-9	17.0105E-9	43.7438E-9	43.9944E-9
441.1158E+0	32.7639E-9	34.7450E-9	36.0603E-9	35.2283E-9	22.1656E-9	18.0344E-9	16.9000E-9	43.4768E-9	43.9656E-9
442.1484E+0	32.6340E-9	34.6211E-9	35.9802E-9	35.3077E-9	22.1769E-9	17.9586E-9	16.9822E-9	43.4542E-9	44.0452E-9
443.1809E+0	32.6640E-9	34.4835E-9	35.7972E-9	35.1312E-9	22.1435E-9	17.9550E-9	16.9312E-9	43.3856E-9	43.7590E-9
444.2134E+0	32.5654E-9	34.5089E-9	35.7590E-9	34.9821E-9	22.1211E-9	17.7901E-9	16.8920E-9	43.3434E-9	43.8275E-9
445.2458E+0	32.5948E-9	34.5388E-9	35.6724E-9	35.0492E-9	22.0445E-9	17.8013E-9	16.8019E-9	43.3081E-9	43.7759E-9
446.2784E+0	32.5307E-9	34.5946E-9	35.7023E-9	34.8299E-9	22.0787E-9	17.8486E-9	16.7726E-9	43.2292E-9	43.6932E-9
447.3109E+0	32.5338E-9	34.5200E-9	35.7589E-9	34.8940E-9	21.8858E-9	17.6945E-9	16.7413E-9	43.4075E-9	43.6531E-9
448.3434E+0	32.4046E-9	34.4105E-9	35.5827E-9	34.7329E-9	21.6305E-9	17.7269E-9	16.6585E-9	43.3090E-9	43.6576E-9
449.3760E+0	32.3264E-9	34.5649E-9	35.5572E-9	34.7010E-9	21.9479E-9	17.5792E-9	16.6601E-9	43.0861E-9	43.6393E-9
450.4085E+0	32.1578E-9	34.3078E-9	35.4229E-9	34.7153E-9	21.6961E-9	17.5728E-9	16.6581E-9	43.1814E-9	43.4408E-9
451.4410E+0	32.1658E-9	34.2441E-9	35.5555E-9	34.7458E-9	21.5448E-9	17.5282E-9	16.5318E-9	43.0713E-9	43.4409E-9
452.4735E+0	32.1494E-9	34.1301E-9	35.5240E-9	34.6546E-9	21.7039E-9	17.5835E-9	16.4850E-9	43.2184E-9	43.4735E-9
453.5059E+0	31.9839E-9	33.9648E-9	35.1365E-9	34.5965E-9	21.4926E-9	17.5221E-9	16.4599E-9	43.0986E-9	43.2078E-9
454.5385E+0	31.8414E-9	34.0147E-9	35.0896E-9	34.5602E-9	21.6053E-9	17.5344E-9	16.4883E-9	43.0694E-9	43.2632E-9
455.5710E+0	31.9289E-9	34.0553E-9	35.0716E-9	34.4266E-9	21.4757E-9	17.4221E-9	16.4165E-9	43.1374E-9	43.5408E-9
456.6036E+0	31.8920E-9	33.9551E-9	35.0451E-9	34.3970E-9	21.3707E-9	17.3937E-9	16.3714E-9	43.1593E-9	43.3614E-9
457.6361E+0	31.8144E-9	33.9968E-9	35.1697E-9	34.3521E-9	21.4038E-9	17.3283E-9	16.2647E-9	42.9464E-9	43.1973E-9
458.6686E+0	31.8207E-9	33.6807E-9	35.3270E-9	34.3181E-9	21.2088E-9	17.3323E-9	16.2010E-9	43.0532E-9	43.0882E-9
459.7010E+0	31.7150E-9	33.6942E-9	35.0404E-9	34.3482E-9	21.1901E-9	17.1196E-9	16.1417E-9	42.9576E-9	43.2100E-9
460.7335E+0	31.5695E-9	33.7646E-9	35.0361E-9	34.3635E-9	21.1380E-9	17.0965E-9	16.1053E-9	42.8590E-9	43.0926E-9
461.7660E+0	31.3614E-9	33.7283E-9	35.0136E-9	34.2179E-9	21.1115E-9	16.9926E-9	16.1872E-9	42.6895E-9	43.0649E-9
462.7986E+0	31.6056E-9	33.8631E-9	34.8593E-9	34.0457E-9	21.1738E-9	17.0293E-9	16.0935E-9	42.8469E-9	42.7363E-9
463.8311E+0	31.5535E-9	33.8259E-9	34.9730E-9	34.0008E-9	20.9265E-9	17.0470E-9	16.0876E-9	42.6187E-9	42.9560E-9
464.8636E+0	31.3178E-9	33.7593E-9	34.9836E-9	33.9606E-9	20.8968E-9	16.9414E-9	16.0813E-9	42.5080E-9	42.9748E-9
465.8961E+0	31.2178E-9	33.8687E-9	34.8743E-9	33.7977E-9	20.8422E-9	16.9084E-9	15.9810E-9	42.5934E-9	42.9670E-9
466.9286E+0	31.4162E-9	33.5536E-9	34.6603E-9	33.9269E-9	20.8944E-9	16.9161E-9	15.8997E-9	42.4622E-9	43.0240E-9
467.9611E+0	31.3869E-9	33.5856E-9	34.8155E-9	33.8480E-9	20.8390E-9	16.8702E-9	15.9314E-9	42.3634E-9	42.8024E-9
468.9936E+0	31.5410E-9	33.4791E-9	34.7566E-9	33.6989E-9	20.8643E-9	16.8711E-9	15.9018E-9	42.4397E-9	42.9434E-9
470.0261E+0	31.5371E-9	33.4346E-9	34.5075E-9	33.8230E-9	21.0023E-9	16.6927E-9	15.8220E-9	42.4464E-9	43.0040E-9
471.0587E+0	31.5662E-9	33.5121E-9	34.8433E-9	33.7987E-9	20.6739E-9	16.6346E-9	15.8611E-9	42.3635E-9	42.7169E-9
472.0912E+0	31.5518E-9	33.4581E-9	34.6995E-9	33.6386E-9	20.4447E-9	16.5998E-9	15.8003E-9	42.3310E-9	42.5031E-9
473.1237E+0	31.4825E-9	33.5697E-9	34.4013E-9	33.7563E-9	20.4626E-9	16.6189E-9	15.6758E-9	42.3044E-9	42.5283E-9
474.1561E+0	31.3743E-9	33.3616E-9	34.4524E-9	33.5165E-9	20.7331E-9	16.4930E-9	15.6880E-9	42.3831E-9	42.6978E-9
475.1886E+0	31.3057E-9	33.4800E-9	34.2875E-9	33.4500E-9	20.8004E-9	16.4737E-9	15.6274E-9	42.4391E-9	42.5660E-9
476.2211E+0	31.1100E-9	33.4612E-9	34.3269E-9	33.5324E-9	20.5823E-9	16.5130E-9	15.6592E-9	42.3933E-9	42.6291E-9
477.2537E+0	31.2676E-9	33.2512E-9	34.4147E-9	33.5313E-9	20.5257E-9	16.3720E-9	15.6272E-9	42.2776E-9	42.6290E-9
478.2862E+0	31.3545E-9	33.2962E-9	34.2415E-9	33.4212E-9	20.6072E-9	16.5470E-9	15.5609E-9	42.2331E-9	42.8512E-9
479.3188E+0	31.3431E-9	33.2798E-9	34.3462E-9	33.2615E-9	20.3159E-9	16.3702E-9	15.5805E-9	42.2356E-9	42.5435E-9
480.3513E+0	31.3845E-9	33.3940E-9	34.2468E-9	33.1660E-9	20.3050E-9	16.3590E-9	15.4909E-9	42.3751E-9	42.6054E-9
481.3837E+0	31.4771E-9	33.3731E-9	34.1310E-9	33.1551E-9	20.3177E-9	16.3062E-9	15.5437E-9	41.9843E-9	42.5534E-9
482.4162E+0	31.3442E-9	33.3239E-9	34.1120E-9	33.0148E-9	20.1883E-9	16.2723E-9	15.4446E-9	41.8360E-9	42.2899E-9
483.4487E+0	31.5326E-9	33.1549E-9	33.7890E-9	33.1147E-9	20.1529E-9	16.2039E-9	15.4700E-9	41.8281E-9	42.2623E-9
484.4812E+0	31.4693E-9	33.3635E-9	33.8656E-9	32.9713E-9	20.1689E-9	16.0867E-9	15.3651E-9	41.9439E-9	42.1800E-9
485.5138E+0	31.2417E-9	33.1076E-9	33.8952E-9	32.9251E-9	19.9456E-9	16.1128E-9	15.3289E-9	41.8494E-9	42.1094E-9
486.5463E+0	31.1056E-9	33.1872E-9	33.7183E-9	32.7381E-9	20.0914E-9	16.0820E-9	15.2751E-9	41.6822E-9	42.3109E-9
487.5788E+0	31.1048E-9	33.1780E-9	33.7841E-9	32.6926E-9	19.9655E-9	16.0040E-9	15.3039E-9	42.0458E-9	41.9318E-9
488.6112E+0	30.8871E-9	32.8534E-9	33.7478E-9	32.9119E-9	19.8540E-9	16.0169E-9	15.3114E-9	41.6774E-9	41.8791E-9
489.6437E+0	30.9461E-9	32.8538E-9	33.7629E-9	32.9063E-9	19.8303E-9	16.0122E-9	15.2638E-9	41.7102E-9	41.9228E-9
490.6762E+0	30.9175E-9	32.9323E-9	33.6990E-9	32.8890E-9	19.7114E-9	16.0134E-9	15.1682E-9	41.6047E-9	42.1213E-9
491.7088E+0	30.9501E-9	32.7566E-9	33.6618E-9	32.8238E-9	19.5712E-9	15.9315E-9	15.1107E-9	41.5300E-9	42.0644E-9
492.7414E+0	30.9017E-9	32.9572E-9	33.4560E-9	32.7479E-9	19.7163E-9	15.8946E-9	15.0736E-9	41.5811E-9	41.7122E-9
493.7739E+0	30.8046E-9	32.7294E-9	33.5015E-9	32.8354E-9	19.5569E-9	15.8290E-9	15.0927E-9	41.5644E-9	41.7171E-9
494.8065E+0	30.7704E-9	32.6852E-9	33.3331E-9	32.6790E-9	19.5219E-9	15.8181E-9	15.0871E-9	41.4439E-9	41.9241E-9
495.8389E+0	30.7410E-9	32.8842E-9	33.5352E-9	32.5872E-9	19.4288E-9	15.7223E-9	15.0113E-9	41.4671E-9	42.0220E-9
496.8714E+0	30.7831E-9	32.5163E-9	33.2669E-9	32.6326E-9	19.5560E-9	15.7726E-9	14.9746E-9	41.4606E-9	42.0169E-9
497.9039E+0	30.8038E-9	32.5879E-9	33.2887E-9	32.5017E-9	19.3590E-9	15.7068E-9	14.9867E-9	41.2225E-9	41.8848E-9
498.9364E+0	30.6238E-9	32.4332E-9	33.1235E-9	32.4819E-9	19.4037E-9	15.6850E-9	14.9854E-9	41.3095E-9	41.8093E-9
499.9690E+0	30.4505E-9	32.6258E-9	33.1301E-9	32.5157E-9	19.2893E-9	15.6819E-9	14.9514E-9	41.3751E-9	41.6334E-9
501.0016E+0	30.4224E-9	32.4313E-9	33.2049E-9	32.4591E-9	19.3222E-9	15.5056E-9	14.9270E-9	41.2161E-9	41.7191E-9
502.0341E+0	30.4483E-9	32.6228E-9	33.0321E-9	32.5801E-9	19.1963E-9	15.6142E-9	14.8793E-9	41.1335E-9	41.4954E-9
503.0666E+0	30.4787E-9	32.3876E-9	32.9767E-9	32.3708E-9	19.2753E-9	15.4928E-9	14.8523E-9	41.2614E-9	41.6350E-9
504.0991E+0	30.3516E-9	32.5201E-9	32.9860E-9	32.2839E-9	19.2163E-9	15.5428E-9	14.8070E-9	41.1988E-9	41.5946E-9
505.1316E+0	30.2176E-9	32.4961E-9	32.7736E-9	32.0550E-9	19.2427E-9	15.5055E-9	14.7656E-9	41.2756E-9	41.7878E-9
506.1640E+0	30.2828E-9	32.2897E-9	32.7362E-9	32.1330E-9	19.2329E-9	15.5273E-9	14.7331E-9	41.3019E-9	41.4908E-9
507.1966E+0	30.0873E-9	32.3340E-9	32.8390E-9	32.0090E-9	19.2742E-9	15.4626E-9	14.7046E-9	41.1258E-9	41.5263E-9
508.2291E+0	30.0425E-9	32.2984E-9	32.8292E-9	31.9500E-9	19.1600E-9	15.3858E-9	14.7108E-9	41.1988E-9	41.3497E-9
509.2617E+0	30.1048E-9	32.0630E-9	32.7213E-9	31.8374E-9	19.1464E-9	15.4016E-9	14.6348E-9	41.1083E-9	41.5162E-9
510.2941E+0	30.0694E-9	32.1848E-9	32.6997E-9	31.8833E-9	19.1878E-9	15.3580E-9	14.6327E-9	41.2180E-9	41.3985E-9
511.3266E+0	30.0219E-9	32.2500E-9	32.6352E-9	31.8384E-9	19.0430E-9	15.2617E-9	14.5925E-9	41.0641E-9	41.4297E-9
512.3590E+0	30.0941E-9	32.1307E-9	32.7271E-9	31.6941E-9	19.0235E-9	15.2279E-9	14.5439E-9	41.0816E-9	41.3257E-9
513.3915E+0	30.1056E-9	32.2084E-9	32.3751E-9	31.8206E-9	18.9040E-9	15.1788E-9	14.5334E-9	40.8357E-9	41.3230E-9
514.4241E+0	30.0888E-9	32.1187E-9	32.4629E-9	31.6280E-9	18.8042E-9	15.1203E-9	14.4510E-9	40.7782E-9	41.4388E-9
515.4566E+0	29.9006E-9	31.8890E-9	32.4219E-9	31.8446E-9	18.8916E-9	15.1140E-9	14.4246E-9	40.8838E-9	41.3798E-9
516.4891E+0	30.1312E-9	31.8707E-9	32.4775E-9	31.7391E-9	18.8885E-9	15.0126E-9	14.3764E-9	40.9159E-9	41.1733E-9
517.5217E+0	29.9319E-9	31.8816E-9	32.4727E-9	31.5552E-9	18.7696E-9	14.9379E-9	14.3590E-9	40.6452E-9	41.2348E-9
518.5541E+0	30.1726E-9	31.9347E-9	32.4528E-9	31.6298E-9	18.7290E-9	15.0015E-9	14.4345E-9	40.6262E-9	41.3432E-9
519.5865E+0	29.8483E-9	31.8458E-9	32.4612E-9	31.4014E-9	18.7463E-9	15.0389E-9	14.4849E-9	40.7224E-9	41.4892E-9
520.6191E+0	29.9530E-9	31.6506E-9	32.4024E-9	31.4004E-9	18.5950E-9	15.0462E-9	14.3341E-9	40.6865E-9	41.2990E-9
521.6516E+0	30.0338E-9	31.7748E-9	32.3669E-9	31.5301E-9	18.5729E-9	15.0194E-9	14.2864E-9	40.5099E-9	41.1934E-9
522.6841E+0	29.9269E-9	31.7838E-9	32.4505E-9	31.3866E-9	18.5653E-9	14.9748E-9	14.2913E-9	40.5343E-9	41.0187E-9
523.7167E+0	29.7794E-9	31.7688E-9	32.3849E-9	31.5586E-9	18.6155E-9	14.9399E-9	14.2205E-9	40.5850E-9	41.0184E-9
524.7492E+0	29.9583E-9	31.9146E-9	32.3077E-9	31.2789E-9	18.6475E-9	14.8787E-9	14.2482E-9	40.5368E-9	41.0751E-9
525.7817E+0	29.8706E-9	31.6509E-9	32.3176E-9	31.1002E-9	18.6254E-9	14.8528E-9	14.2748E-9	40.6328E-9	41.0045E-9
