Temperature	300 K	315 K	330 K	345 K	360 K	400 K	415 K	430 K	445 K
Time	AI	AI	AI	AI	AI	AI	AI	AI	AI
706.4700E+0	25.7280E-9	26.4489E-9	26.3483E-9	24.6522E-9	12.9561E-9	11.1514E-9	11.2852E-9	35.1749E-9	35.6692E-9
707.5026E+0	25.6275E-9	26.4767E-9	26.2474E-9	24.6868E-9	12.8432E-9	11.1494E-9	11.2855E-9	35.1232E-9	35.7751E-9
708.5351E+0	25.6063E-9	26.2835E-9	26.2081E-9	24.6227E-9	12.8529E-9	11.0845E-9	11.2273E-9	35.0784E-9	35.7324E-9
709.5676E+0	25.5965E-9	26.4874E-9	26.3074E-9	24.5850E-9	12.7983E-9	11.0889E-9	11.2144E-9	35.2043E-9	35.8221E-9
710.6002E+0	25.4683E-9	26.4848E-9	26.2827E-9	24.5090E-9	12.8423E-9	11.0422E-9	11.2440E-9	35.1655E-9	35.7252E-9
711.6326E+0	25.4192E-9	26.5243E-9	26.2682E-9	24.3939E-9	12.7469E-9	11.0505E-9	11.1993E-9	35.0621E-9	35.6481E-9
712.6651E+0	25.2957E-9	26.5103E-9	26.1613E-9	24.3734E-9	12.7143E-9	11.0260E-9	11.1972E-9	35.1307E-9	35.5926E-9
713.6976E+0	25.3688E-9	26.4525E-9	26.3512E-9	24.3030E-9	12.7199E-9	11.0567E-9	11.2616E-9	35.0601E-9	35.5259E-9
714.7301E+0	25.3408E-9	26.5063E-9	26.2657E-9	24.3217E-9	12.6855E-9	10.9897E-9	11.2455E-9	35.0902E-9	35.3547E-9
715.7627E+0	25.2958E-9	26.4233E-9	26.2646E-9	24.4248E-9	12.6436E-9	10.9670E-9	11.2366E-9	35.0707E-9	35.3035E-9
716.7952E+0	25.3089E-9	26.2961E-9	26.1688E-9	24.3390E-9	12.5921E-9	10.9604E-9	11.2324E-9	35.2273E-9	35.4005E-9
717.8278E+0	25.4124E-9	26.2638E-9	26.0218E-9	24.2904E-9	12.6262E-9	10.9381E-9	11.1434E-9	35.2677E-9	35.3454E-9
718.8603E+0	25.1559E-9	26.3878E-9	26.0030E-9	24.2826E-9	12.5643E-9	10.9514E-9	11.1677E-9	35.1845E-9	35.3170E-9
719.8928E+0	25.2550E-9	26.2204E-9	25.9625E-9	24.3048E-9	12.6235E-9	10.9365E-9	11.1461E-9	35.1247E-9	35.1204E-9
720.9252E+0	25.3702E-9	26.3003E-9	25.9732E-9	24.0520E-9	12.5094E-9	10.9039E-9	11.1075E-9	35.0702E-9	35.0303E-9
721.9577E+0	25.2882E-9	26.2200E-9	25.9317E-9	24.1069E-9	12.5296E-9	10.8787E-9	11.0895E-9	35.1698E-9	35.0029E-9
722.9902E+0	25.1752E-9	26.1560E-9	25.7855E-9	24.1548E-9	12.5030E-9	10.8829E-9	11.1349E-9	35.1334E-9	34.9271E-9
724.0228E+0	25.1897E-9	26.1600E-9	25.7932E-9	24.0622E-9	12.5329E-9	10.8469E-9	11.0786E-9	35.1220E-9	34.9148E-9
725.0554E+0	25.1405E-9	26.1747E-9	25.9072E-9	24.0123E-9	12.4841E-9	10.8429E-9	11.1031E-9	35.0623E-9	35.0016E-9
726.0878E+0	25.0997E-9	26.1885E-9	25.8824E-9	23.9205E-9	12.3470E-9	10.8186E-9	11.0711E-9	34.9200E-9	35.0656E-9
727.1203E+0	24.9645E-9	25.9839E-9	25.8556E-9	23.8222E-9	12.4355E-9	10.8191E-9	11.0517E-9	34.8472E-9	35.1423E-9
728.1528E+0	25.0577E-9	26.0595E-9	25.8620E-9	23.8271E-9	12.4655E-9	10.8127E-9	10.9997E-9	34.9589E-9	35.0876E-9
729.1852E+0	25.1607E-9	25.9883E-9	25.9362E-9	23.9825E-9	12.4241E-9	10.8209E-9	10.9666E-9	34.8777E-9	35.0441E-9
730.2178E+0	25.0724E-9	25.9092E-9	25.7961E-9	23.9462E-9	12.3107E-9	10.7666E-9	10.9696E-9	34.9910E-9	35.0101E-9
731.2504E+0	24.9223E-9	25.8647E-9	25.8600E-9	23.8084E-9	12.3052E-9	10.7894E-9	10.9899E-9	34.9477E-9	35.1557E-9
732.2829E+0	25.0787E-9	25.8314E-9	25.6842E-9	23.8255E-9	12.4001E-9	10.7762E-9	11.0076E-9	35.0216E-9	35.1535E-9
733.3155E+0	24.8793E-9	25.8843E-9	25.7285E-9	23.7981E-9	12.3132E-9	10.7811E-9	10.9727E-9	35.0635E-9	34.8984E-9
734.3480E+0	24.9841E-9	25.8202E-9	25.8532E-9	23.7452E-9	12.3266E-9	10.7458E-9	10.9992E-9	34.8769E-9	35.0247E-9
735.3804E+0	24.9462E-9	25.9019E-9	25.7422E-9	23.6483E-9	12.2842E-9	10.7667E-9	10.8980E-9	34.9091E-9	34.9761E-9
736.4129E+0	24.8902E-9	25.8585E-9	25.6203E-9	23.8911E-9	12.2242E-9	10.7275E-9	10.8988E-9	34.9620E-9	34.8481E-9
737.4454E+0	24.8094E-9	25.8155E-9	25.7286E-9	23.7799E-9	12.3779E-9	10.6731E-9	10.9067E-9	34.7626E-9	34.8702E-9
738.4780E+0	24.9082E-9	25.8928E-9	25.7503E-9	23.7750E-9	12.3204E-9	10.6803E-9	10.8519E-9	34.7444E-9	34.8213E-9
739.5106E+0	24.9001E-9	25.7620E-9	25.5513E-9	23.7215E-9	12.2340E-9	10.6751E-9	10.8765E-9	34.7375E-9	34.7908E-9
740.5431E+0	24.7643E-9	25.6439E-9	25.4917E-9	23.7295E-9	12.2466E-9	10.6157E-9	10.9103E-9	34.8388E-9	34.7686E-9
741.5756E+0	24.7715E-9	25.4926E-9	25.4365E-9	23.6358E-9	12.1939E-9	10.6003E-9	10.9204E-9	34.7589E-9	34.6929E-9
742.6082E+0	24.8061E-9	25.6648E-9	25.5180E-9	23.6669E-9	12.1317E-9	10.6437E-9	10.8634E-9	34.6006E-9	34.7600E-9
743.6406E+0	24.8276E-9	25.5441E-9	25.4629E-9	23.7290E-9	12.1411E-9	10.5822E-9	10.8581E-9	34.4753E-9	34.6523E-9
744.6731E+0	24.8222E-9	25.5630E-9	25.4289E-9	23.5603E-9	12.0826E-9	10.5562E-9	10.8330E-9	34.6881E-9	34.6146E-9
745.7056E+0	24.7750E-9	25.5760E-9	25.3020E-9	23.6140E-9	11.9581E-9	10.5160E-9	10.8278E-9	34.6157E-9	34.5857E-9
746.7381E+0	24.9107E-9	25.6679E-9	25.4546E-9	23.5548E-9	12.0334E-9	10.5108E-9	10.7937E-9	34.6029E-9	34.5639E-9
747.7707E+0	24.8008E-9	25.6166E-9	25.4546E-9	23.5137E-9	12.1223E-9	10.4433E-9	10.8462E-9	34.5538E-9	34.5322E-9
748.8032E+0	24.8471E-9	25.5066E-9	25.3494E-9	23.4347E-9	12.0378E-9	10.5317E-9	10.8232E-9	34.5289E-9	34.5707E-9
749.8358E+0	24.6881E-9	25.6437E-9	25.2945E-9	23.3679E-9	12.0503E-9	10.4432E-9	10.7774E-9	34.4153E-9	34.7138E-9
750.8682E+0	24.8310E-9	25.5374E-9	25.3742E-9	23.4355E-9	12.0585E-9	10.4640E-9	10.7412E-9	34.6401E-9	34.7795E-9
751.9007E+0	24.7448E-9	25.5555E-9	25.3454E-9	23.4896E-9	12.0060E-9	10.4309E-9	10.7608E-9	34.4730E-9	34.5077E-9
752.9332E+0	24.7245E-9	25.5697E-9	25.2783E-9	23.2473E-9	12.0359E-9	10.4082E-9	10.7122E-9	34.4667E-9	34.6311E-9
753.9657E+0	24.5396E-9	25.5190E-9	25.3423E-9	23.1853E-9	11.9465E-9	10.3822E-9	10.7369E-9	34.4413E-9	34.6071E-9
754.9982E+0	24.6367E-9	25.4401E-9	25.1168E-9	23.2213E-9	11.8782E-9	10.3859E-9	10.7477E-9	34.4932E-9	34.5357E-9
756.0308E+0	24.6780E-9	25.4505E-9	25.0647E-9	23.2551E-9	11.8320E-9	10.4155E-9	10.7536E-9	34.3398E-9	34.4693E-9
757.0634E+0	24.6909E-9	25.4066E-9	24.9814E-9	23.1670E-9	11.9138E-9	10.3413E-9	10.7070E-9	34.1949E-9	34.4756E-9
758.0959E+0	24.4257E-9	25.3521E-9	25.0245E-9	23.0432E-9	11.9324E-9	10.3451E-9	10.6621E-9	34.2306E-9	34.3340E-9
759.1284E+0	24.5691E-9	25.3792E-9	25.0613E-9	23.0567E-9	11.9118E-9	10.3366E-9	10.6688E-9	34.2169E-9	34.3792E-9
760.1609E+0	24.5784E-9	25.2118E-9	25.0326E-9	23.0028E-9	11.9319E-9	10.3312E-9	10.6733E-9	34.2490E-9	34.3853E-9
761.1934E+0	24.3682E-9	25.0810E-9	25.0059E-9	22.9458E-9	11.8328E-9	10.3521E-9	10.6523E-9	34.2462E-9	34.4837E-9
762.2259E+0	24.3725E-9	25.2319E-9	24.9630E-9	22.9620E-9	11.8266E-9	10.3221E-9	10.6527E-9	34.2679E-9	34.4040E-9
763.2584E+0	24.4351E-9	25.1208E-9	24.8467E-9	22.9607E-9	11.7044E-9	10.2671E-9	10.6315E-9	34.0277E-9	34.2628E-9
764.2910E+0	24.4442E-9	25.2938E-9	24.9355E-9	22.9645E-9	11.7355E-9	10.3332E-9	10.6365E-9	34.1431E-9	34.3576E-9
765.3235E+0	24.5080E-9	25.1493E-9	24.8467E-9	22.9962E-9	11.7383E-9	10.2843E-9	10.6199E-9	34.1006E-9	34.5270E-9
766.3560E+0	24.5700E-9	25.2716E-9	24.7437E-9	22.9121E-9	11.7794E-9	10.2906E-9	10.6042E-9	34.1640E-9	34.4642E-9
767.3884E+0	24.3858E-9	25.1107E-9	24.9730E-9	22.9017E-9	11.7133E-9	10.2400E-9	10.6162E-9	34.0970E-9	34.4612E-9
768.4209E+0	24.4534E-9	25.1857E-9	24.7633E-9	22.8805E-9	11.7814E-9	10.2882E-9	10.5801E-9	34.1306E-9	34.2522E-9
769.4534E+0	24.4932E-9	25.0264E-9	24.8239E-9	22.8057E-9	11.7262E-9	10.2260E-9	10.5910E-9	34.0445E-9	34.4432E-9
770.4860E+0	24.3861E-9	25.2088E-9	24.8359E-9	22.7778E-9	11.7209E-9	10.1983E-9	10.5974E-9	34.0252E-9	34.1674E-9
771.5185E+0	24.2973E-9	24.9672E-9	24.5560E-9	22.8336E-9	11.6941E-9	10.1823E-9	10.6305E-9	34.0009E-9	34.0295E-9
772.5510E+0	24.3396E-9	24.9980E-9	24.5160E-9	22.8434E-9	11.6386E-9	10.1913E-9	10.6558E-9	33.9667E-9	34.1379E-9
773.5835E+0	24.3588E-9	25.1544E-9	24.8041E-9	22.7932E-9	11.5432E-9	10.2130E-9	10.6095E-9	33.9390E-9	34.1196E-9
774.6160E+0	24.2217E-9	25.2333E-9	24.7218E-9	22.7917E-9	11.6350E-9	10.1799E-9	10.5949E-9	33.9341E-9	34.0792E-9
775.6485E+0	24.1432E-9	25.1050E-9	24.7036E-9	22.7942E-9	11.6547E-9	10.1423E-9	10.5458E-9	33.9080E-9	33.9689E-9
776.6810E+0	24.0505E-9	25.1053E-9	24.5453E-9	22.7007E-9	11.5856E-9	10.1628E-9	10.6086E-9	33.8074E-9	33.9786E-9
777.7135E+0	24.0923E-9	25.1051E-9	24.5734E-9	22.7033E-9	11.5827E-9	10.1845E-9	10.5208E-9	33.7805E-9	33.9936E-9
778.7460E+0	24.1043E-9	24.9138E-9	24.4863E-9	22.7686E-9	11.5481E-9	10.1407E-9	10.5333E-9	33.8634E-9	33.8821E-9
779.7786E+0	23.9879E-9	24.7832E-9	24.3546E-9	22.7823E-9	11.5488E-9	10.1803E-9	10.4823E-9	33.8669E-9	34.0057E-9
780.8110E+0	24.1075E-9	24.9072E-9	24.3051E-9	22.6307E-9	11.4649E-9	10.1326E-9	10.4880E-9	33.9229E-9	33.9472E-9
781.8435E+0	23.8668E-9	24.9198E-9	24.3882E-9	22.7044E-9	11.4454E-9	10.1255E-9	10.4520E-9	33.9395E-9	34.0158E-9
782.8760E+0	24.1235E-9	24.9303E-9	24.4824E-9	22.5547E-9	11.4917E-9	10.1223E-9	10.4607E-9	33.6597E-9	33.8836E-9
783.9085E+0	23.8638E-9	24.9501E-9	24.5640E-9	22.6390E-9	11.4554E-9	10.1199E-9	10.4506E-9	33.5942E-9	33.7324E-9
784.9410E+0	23.9294E-9	24.9330E-9	24.4652E-9	22.4321E-9	11.4322E-9	10.0650E-9	10.4200E-9	33.7020E-9	33.7952E-9
785.9735E+0	23.9274E-9	24.9246E-9	24.4056E-9	22.4871E-9	11.3996E-9	10.0044E-9	10.4504E-9	33.5844E-9	33.7456E-9
787.0060E+0	23.9290E-9	24.9202E-9	24.2805E-9	22.3491E-9	11.3831E-9	10.0441E-9	10.4382E-9	33.6282E-9	33.7073E-9
788.0385E+0	23.9383E-9	24.8597E-9	24.1142E-9	22.3860E-9	11.2922E-9	10.0478E-9	10.4289E-9	33.6830E-9	33.5685E-9
789.0710E+0	23.8715E-9	24.8566E-9	24.2324E-9	22.4062E-9	11.3688E-9	10.0153E-9	10.4075E-9	33.7507E-9	33.5142E-9
790.1035E+0	23.8891E-9	24.7384E-9	24.2555E-9	22.3057E-9	11.3461E-9	9.9949E-9	10.4206E-9	33.7062E-9	33.5799E-9
791.1360E+0	23.9651E-9	24.7638E-9	24.3061E-9	22.2969E-9	11.3950E-9	9.9760E-9	10.4258E-9	33.6732E-9	33.6800E-9
792.1686E+0	23.9208E-9	24.7029E-9	24.3322E-9	22.3012E-9	11.3350E-9	9.9549E-9	10.4585E-9	33.7015E-9	33.5882E-9
793.2011E+0	24.0406E-9	24.6755E-9	24.1914E-9	22.2917E-9	11.2503E-9	9.9837E-9	10.4185E-9	33.6218E-9	33.6193E-9
794.2335E+0	23.9508E-9	24.6485E-9	24.2116E-9	22.2401E-9	11.1638E-9	9.9946E-9	10.4017E-9	33.7411E-9	33.6214E-9
795.2660E+0	23.7963E-9	24.5518E-9	24.1502E-9	22.1804E-9	11.2148E-9	9.9660E-9	10.4020E-9	33.5991E-9	33.5705E-9
796.2985E+0	23.7477E-9	24.6585E-9	24.1125E-9	22.1722E-9	11.2359E-9	9.9425E-9	10.3296E-9	33.6830E-9	33.7893E-9
797.3310E+0	23.9284E-9	24.7485E-9	24.1413E-9	22.1136E-9	11.2253E-9	9.9654E-9	10.3467E-9	33.5388E-9	33.7702E-9
798.3635E+0	23.8650E-9	24.6717E-9	24.1643E-9	22.1253E-9	11.1439E-9	9.9525E-9	10.3022E-9	33.4343E-9	33.6933E-9
799.3961E+0	23.7911E-9	24.5926E-9	24.0574E-9	22.0893E-9	11.1831E-9	9.9196E-9	10.2891E-9	33.6910E-9	33.7670E-9
800.4286E+0	23.7843E-9	24.6034E-9	24.1390E-9	22.1492E-9	11.1525E-9	9.8848E-9	10.2987E-9	33.6595E-9	33.6991E-9
801.4611E+0	23.9040E-9	24.7288E-9	24.1005E-9	22.1498E-9	11.1676E-9	9.8974E-9	10.3095E-9	33.5609E-9	33.6225E-9
802.4935E+0	23.8254E-9	24.5755E-9	24.0321E-9	22.1870E-9	11.1861E-9	9.8856E-9	10.3574E-9	33.7976E-9	33.6119E-9
803.5260E+0	23.8833E-9	24.5983E-9	23.9894E-9	22.2070E-9	11.1543E-9	9.8778E-9	10.2853E-9	33.5917E-9	33.6016E-9
804.5585E+0	23.8656E-9	24.6545E-9	23.9559E-9	22.1291E-9	11.0730E-9	9.8700E-9	10.2547E-9	33.5574E-9	33.6392E-9
805.5911E+0	23.9389E-9	24.6437E-9	23.9980E-9	22.0612E-9	11.0735E-9	9.8676E-9	10.2441E-9	33.6386E-9	33.7483E-9
806.6236E+0	23.8595E-9	24.6513E-9	24.1648E-9	22.2125E-9	11.1014E-9	9.8881E-9	10.2471E-9	33.5702E-9	33.7226E-9
807.6561E+0	23.7535E-9	24.5929E-9	23.9970E-9	22.2669E-9	11.0570E-9	9.8757E-9	10.2183E-9	33.5381E-9	33.3958E-9
808.6885E+0	23.6561E-9	24.5436E-9	24.1062E-9	22.1479E-9	10.9685E-9	9.8685E-9	10.2003E-9	33.5950E-9	33.4404E-9
809.7209E+0	23.6342E-9	24.6111E-9	23.8934E-9	22.1448E-9	11.0050E-9	9.8597E-9	10.2175E-9	33.5963E-9	33.4084E-9
810.7535E+0	23.5294E-9	24.5808E-9	23.8133E-9	21.9634E-9	11.0206E-9	9.7812E-9	10.2671E-9	33.5788E-9	33.3219E-9
811.7860E+0	23.6866E-9	24.4995E-9	23.6609E-9	21.9937E-9	10.9338E-9	9.7936E-9	10.1917E-9	33.5256E-9	33.3495E-9
812.8186E+0	23.5143E-9	24.5945E-9	23.7485E-9	21.8387E-9	10.9048E-9	9.7646E-9	10.2273E-9	33.4848E-9	33.3417E-9
813.8511E+0	23.5762E-9	24.5269E-9	23.7463E-9	21.8396E-9	10.9074E-9	9.7515E-9	10.1930E-9	33.5036E-9	33.3535E-9
814.8836E+0	23.6925E-9	24.5585E-9	23.8385E-9	21.7419E-9	10.8481E-9	9.6978E-9	10.2029E-9	33.4272E-9	33.2268E-9
815.9161E+0	23.6372E-9	24.4002E-9	23.8910E-9	21.7924E-9	10.7918E-9	9.6978E-9	10.2151E-9	33.3899E-9	33.3664E-9
816.9485E+0	23.7074E-9	24.3479E-9	23.7232E-9	21.8030E-9	10.7838E-9	9.6994E-9	10.1952E-9	33.4682E-9	33.2700E-9
817.9810E+0	23.7104E-9	24.1340E-9	23.8799E-9	21.6961E-9	10.7570E-9	9.7100E-9	10.2152E-9	33.3108E-9	33.2920E-9
819.0136E+0	23.6212E-9	24.0761E-9	23.6951E-9	21.7309E-9	10.7089E-9	9.6669E-9	10.2039E-9	33.3011E-9	33.4521E-9
820.0461E+0	23.3989E-9	24.1376E-9	23.6561E-9	21.6416E-9	10.6593E-9	9.6670E-9	10.2036E-9	33.2924E-9	33.2189E-9
821.0787E+0	23.4606E-9	24.0649E-9	23.6397E-9	21.6325E-9	10.6553E-9	9.6797E-9	10.1896E-9	33.3111E-9	33.1815E-9
822.1111E+0	23.5178E-9	24.1893E-9	23.6874E-9	21.5321E-9	10.7083E-9	9.6065E-9	10.1577E-9	33.2273E-9	33.2380E-9
823.1436E+0	23.5303E-9	24.1331E-9	23.5348E-9	21.5303E-9	10.6769E-9	9.5780E-9	10.1847E-9	33.2087E-9	33.3548E-9
824.1761E+0	23.5759E-9	24.1921E-9	23.6392E-9	21.5997E-9	10.6405E-9	9.6061E-9	10.1509E-9	33.2066E-9	33.2534E-9
825.2086E+0	23.3811E-9	24.0719E-9	23.5668E-9	21.5635E-9	10.6654E-9	9.5973E-9	10.1782E-9	33.0721E-9	33.2020E-9
826.2411E+0	23.2804E-9	24.0136E-9	23.5743E-9	21.4398E-9	10.6858E-9	9.6210E-9	10.1465E-9	33.1842E-9	33.1449E-9
827.2737E+0	23.4460E-9	23.8738E-9	23.5057E-9	21.4830E-9	10.6980E-9	9.5877E-9	10.1471E-9	33.1730E-9	33.2409E-9
828.3062E+0	23.5717E-9	24.0506E-9	23.4787E-9	21.5654E-9	10.6447E-9	9.5937E-9	10.0906E-9	33.1321E-9	33.2600E-9
829.3387E+0	23.5066E-9	23.9096E-9	23.4860E-9	21.5240E-9	10.5855E-9	9.5689E-9	10.0864E-9	33.0445E-9	33.2471E-9
830.3712E+0	23.4863E-9	24.0483E-9	23.5146E-9	21.4730E-9	10.5640E-9	9.5737E-9	10.0625E-9	33.0762E-9	33.2321E-9
831.4036E+0	23.3300E-9	23.9881E-9	23.2976E-9	21.4093E-9	10.5979E-9	9.5749E-9	10.0497E-9	32.9589E-9	33.1942E-9
832.4362E+0	23.3225E-9	23.9094E-9	23.2942E-9	21.4878E-9	10.5570E-9	9.5477E-9	10.0519E-9	33.0628E-9	33.0289E-9
833.4687E+0	23.2526E-9	23.9169E-9	23.2573E-9	21.4687E-9	10.5405E-9	9.5561E-9	10.0007E-9	32.9562E-9	33.0585E-9
834.5012E+0	23.1559E-9	23.8787E-9	23.2514E-9	21.4321E-9	10.4955E-9	9.5241E-9	10.0125E-9	32.9500E-9	32.9053E-9
835.5338E+0	23.2308E-9	23.9132E-9	23.2570E-9	21.4239E-9	10.4751E-9	9.4742E-9	10.0310E-9	33.1544E-9	32.8910E-9
836.5662E+0	23.2281E-9	23.7348E-9	23.2609E-9	21.3408E-9	10.5209E-9	9.4963E-9	10.0562E-9	33.0662E-9	32.8156E-9
837.5987E+0	23.1704E-9	23.7822E-9	23.2833E-9	21.2871E-9	10.5026E-9	9.4916E-9	10.0412E-9	32.9804E-9	32.8551E-9
838.6312E+0	23.3356E-9	23.8501E-9	23.1539E-9	21.4354E-9	10.4880E-9	9.5038E-9	10.0744E-9	32.9452E-9	32.8969E-9
839.6637E+0	23.1244E-9	23.7850E-9	23.1453E-9	21.2720E-9	10.4969E-9	9.5161E-9	10.0888E-9	32.8832E-9	32.8560E-9
840.6963E+0	23.1256E-9	23.7642E-9	23.1053E-9	21.2338E-9	10.4434E-9	9.4486E-9	10.0511E-9	32.7812E-9	32.9677E-9
841.7288E+0	23.1462E-9	23.7257E-9	23.0725E-9	21.1057E-9	10.3887E-9	9.4669E-9	10.0070E-9	32.7880E-9	32.8339E-9
842.7613E+0	23.1325E-9	23.6692E-9	23.0728E-9	21.1462E-9	10.4443E-9	9.4343E-9	10.0697E-9	32.5952E-9	32.7590E-9
843.7938E+0	23.2309E-9	23.7132E-9	23.1092E-9	21.1978E-9	10.3974E-9	9.4711E-9	10.0172E-9	32.6595E-9	32.7010E-9
844.8263E+0	23.2886E-9	23.5960E-9	23.0725E-9	21.1170E-9	10.4106E-9	9.4319E-9	10.0389E-9	32.5724E-9	32.6927E-9
845.8588E+0	23.2305E-9	23.5917E-9	23.0553E-9	21.1147E-9	10.4279E-9	9.4148E-9	10.0457E-9	32.4978E-9	32.6092E-9
846.8912E+0	23.2500E-9	23.6001E-9	23.0684E-9	21.1947E-9	10.3880E-9	9.3955E-9	10.0125E-9	32.5797E-9	32.7713E-9
847.9238E+0	23.1907E-9	23.5785E-9	22.9607E-9	21.2769E-9	10.4012E-9	9.4414E-9	10.0352E-9	32.6203E-9	32.8166E-9
848.9564E+0	23.0464E-9	23.4694E-9	22.9594E-9	21.3041E-9	10.3410E-9	9.3474E-9	10.0180E-9	32.5735E-9	32.7327E-9
849.9889E+0	23.0207E-9	23.4980E-9	23.0343E-9	21.1992E-9	10.3200E-9	9.3233E-9	9.9884E-9	32.5312E-9	32.8526E-9
851.0214E+0	23.0087E-9	23.4093E-9	23.0308E-9	21.2337E-9	10.2948E-9	9.3636E-9	10.0252E-9	32.4918E-9	32.7802E-9
852.0539E+0	23.1009E-9	23.4290E-9	23.0763E-9	21.1868E-9	10.3218E-9	9.3526E-9	10.0168E-9	32.5808E-9	32.7564E-9
853.0864E+0	23.0018E-9	23.5633E-9	23.1310E-9	21.0918E-9	10.2825E-9	9.3485E-9	9.9827E-9	32.5010E-9	32.7212E-9
854.1189E+0	22.8756E-9	23.3744E-9	23.0016E-9	21.0389E-9	10.2669E-9	9.3344E-9	9.9812E-9	32.3834E-9	32.5890E-9
855.1514E+0	22.8911E-9	23.5476E-9	23.0433E-9	21.0965E-9	10.2365E-9	9.3131E-9	9.9296E-9	32.4895E-9	32.6687E-9
856.1840E+0	23.0175E-9	23.4241E-9	23.0449E-9	20.9620E-9	10.2515E-9	9.3066E-9	9.9539E-9	32.4275E-9	32.5982E-9
857.2166E+0	22.7758E-9	23.3041E-9	23.0024E-9	20.9117E-9	10.1464E-9	9.3138E-9	9.9237E-9	32.3796E-9	32.4412E-9
858.2491E+0	22.8101E-9	23.3541E-9	22.9444E-9	20.9294E-9	10.1542E-9	9.2874E-9	9.9588E-9	32.4733E-9	32.4314E-9
859.2816E+0	22.7978E-9	23.3067E-9	22.8948E-9	20.9692E-9	10.1649E-9	9.2879E-9	9.9302E-9	32.4848E-9	32.3529E-9
860.3140E+0	22.9066E-9	23.2292E-9	23.0496E-9	20.9913E-9	10.1856E-9	9.3187E-9	9.9255E-9	32.3608E-9	32.4178E-9
861.3465E+0	22.8697E-9	23.3457E-9	23.0217E-9	20.9003E-9	10.1097E-9	9.3339E-9	9.9109E-9	32.4550E-9	32.5074E-9
862.3790E+0	22.7817E-9	23.2496E-9	22.9556E-9	20.9049E-9	10.0717E-9	9.2907E-9	9.9158E-9	32.4108E-9	32.4104E-9
863.4116E+0	22.6987E-9	23.2789E-9	22.7965E-9	20.8590E-9	10.1345E-9	9.2451E-9	9.9127E-9	32.4295E-9	32.5175E-9
864.4442E+0	22.6282E-9	23.3132E-9	22.8544E-9	20.7766E-9	10.1005E-9	9.2205E-9	9.8696E-9	32.3596E-9	32.2678E-9
865.4767E+0	22.7410E-9	23.1556E-9	22.9020E-9	20.7951E-9	10.1019E-9	9.2557E-9	9.8769E-9	32.4448E-9	32.1454E-9
866.5092E+0	22.6960E-9	23.2187E-9	22.8216E-9	20.7190E-9	10.0224E-9	9.2320E-9	9.9195E-9	32.4494E-9	32.1522E-9
867.5417E+0	22.8660E-9	23.2424E-9	22.8686E-9	20.8760E-9	10.0535E-9	9.2988E-9	9.9059E-9	32.3012E-9	32.0955E-9
868.5742E+0	22.7591E-9	23.2137E-9	22.6054E-9	20.7540E-9	10.0365E-9	9.2594E-9	9.9289E-9	32.3147E-9	32.1472E-9
869.6066E+0	22.6305E-9	23.1886E-9	22.7877E-9	20.6312E-9	10.0113E-9	9.2702E-9	9.9113E-9	32.2125E-9	31.9547E-9
870.6392E+0	22.4718E-9	23.1388E-9	22.7065E-9	20.7391E-9	9.9971E-9	9.2456E-9	9.8517E-9	32.2532E-9	32.0505E-9
871.6718E+0	22.6302E-9	23.0503E-9	22.7596E-9	20.7131E-9	9.9971E-9	9.2047E-9	9.8356E-9	32.3454E-9	31.9538E-9
872.7043E+0	22.5857E-9	23.1086E-9	22.7136E-9	20.6631E-9	9.9546E-9	9.2445E-9	9.8929E-9	32.1066E-9	31.9423E-9
873.7369E+0	22.5561E-9	23.0103E-9	22.6186E-9	20.5611E-9	9.9981E-9	9.2139E-9	9.8451E-9	32.0475E-9	31.8246E-9
874.7694E+0	22.5764E-9	22.9423E-9	22.6330E-9	20.5284E-9	9.9610E-9	9.1950E-9	9.8541E-9	32.0514E-9	31.9132E-9
875.8019E+0	22.5467E-9	23.0337E-9	22.6405E-9	20.6051E-9	9.9507E-9	9.1981E-9	9.8372E-9	31.9867E-9	31.9406E-9
876.8344E+0	22.4611E-9	23.0869E-9	22.4280E-9	20.5919E-9	9.9681E-9	9.2291E-9	9.8251E-9	32.0522E-9	31.9060E-9
877.8669E+0	22.5175E-9	23.0240E-9	22.4738E-9	20.4281E-9	9.9553E-9	9.1812E-9	9.7705E-9	32.0443E-9	32.0003E-9
878.8994E+0	22.4256E-9	22.9268E-9	22.5007E-9	20.4094E-9	9.9748E-9	9.1928E-9	9.8097E-9	31.9963E-9	31.8397E-9
879.9319E+0	22.5712E-9	22.8506E-9	22.4692E-9	20.5103E-9	9.8920E-9	9.1869E-9	9.7671E-9	32.0309E-9	31.7398E-9
880.9645E+0	22.3965E-9	22.8697E-9	22.4065E-9	20.4521E-9	9.8840E-9	9.1757E-9	9.7747E-9	31.9253E-9	31.7963E-9
881.9971E+0	22.4073E-9	22.9590E-9	22.2360E-9	20.4388E-9	9.8550E-9	9.1572E-9	9.8087E-9	31.8642E-9	31.6956E-9
883.0295E+0	22.3145E-9	22.9105E-9	22.4097E-9	20.3067E-9	9.8836E-9	9.1573E-9	9.7621E-9	32.0420E-9	31.6645E-9
884.0620E+0	22.2225E-9	22.7530E-9	22.3017E-9	20.3189E-9	9.9018E-9	9.1621E-9	9.8273E-9	31.8627E-9	31.6335E-9
885.0944E+0	22.5374E-9	22.6329E-9	22.2947E-9	20.1938E-9	9.8906E-9	9.1714E-9	9.7992E-9	31.7474E-9	31.5190E-9
