nm; %R
1244,000000; 48,589048
1243,000000; 48,575751
1242,000000; 48,586429
1241,000000; 48,594531
1240,000000; 48,598648
1239,000000; 48,619713
1238,000000; 48,598813
1237,000000; 48,592167
1236,000000; 48,602898
1235,000000; 48,616869
1234,000000; 48,619673
1233,000000; 48,609911
1232,000000; 48,638814
1231,000000; 48,641214
1230,000000; 48,625370
1229,000000; 48,600685
1228,000000; 48,636282
1227,000000; 48,638621
1226,000000; 48,611955
1225,000000; 48,613394
1224,000000; 48,627371
1223,000000; 48,645680
1222,000000; 48,643537
1221,000000; 48,632993
1220,000000; 48,637587
1219,000000; 48,642757
1218,000000; 48,637703
1217,000000; 48,630057
1216,000000; 48,612303
1215,000000; 48,624251
1214,000000; 48,633027
1213,000000; 48,629365
1212,000000; 48,636922
1211,000000; 48,649685
1210,000000; 48,641107
1209,000000; 48,626426
1208,000000; 48,636466
1207,000000; 48,625237
1206,000000; 48,620440
1205,000000; 48,608724
1204,000000; 48,606118
1203,000000; 48,620666
1202,000000; 48,618847
1201,000000; 48,597987
1200,000000; 48,581255
1199,000000; 48,589402
1198,000000; 48,579748
1197,000000; 48,575189
1196,000000; 48,571817
1195,000000; 48,568359
1194,000000; 48,549461
1193,000000; 48,529003
1192,000000; 48,529040
1191,000000; 48,499368
1190,000000; 48,485609
1189,000000; 48,475223
1188,000000; 48,432602
1187,000000; 48,379902
1186,000000; 48,373597
1185,000000; 48,358021
1184,000000; 48,321154
1183,000000; 48,253144
1182,000000; 48,179066
1181,000000; 48,149325
1180,000000; 48,099048
1179,000000; 48,041609
1178,000000; 47,945730
1177,000000; 47,838632
1176,000000; 47,729109
1175,000000; 47,630393
1174,000000; 47,521366
1173,000000; 47,374138
1172,000000; 47,239476
1171,000000; 47,109954
1170,000000; 46,961441
1169,000000; 46,815275
1168,000000; 46,668697
1167,000000; 46,496670
1166,000000; 46,346504
1165,000000; 46,202088
1164,000000; 46,029723
1163,000000; 45,845760
1162,000000; 45,682097
1161,000000; 45,507217
1160,000000; 45,351475
1159,000000; 45,188113
1158,000000; 45,022241
1157,000000; 44,829921
1156,000000; 44,631021
1155,000000; 44,461561
1154,000000; 44,296113
1153,000000; 44,102995
1152,000000; 43,909824
1151,000000; 43,734329
1150,000000; 43,561832
1149,000000; 43,369994
1148,000000; 43,184891
1147,000000; 43,004159
1146,000000; 42,797096
1145,000000; 42,599891
1144,000000; 42,438296
1143,000000; 42,245310
1142,000000; 42,041009
1141,000000; 41,868473
1140,000000; 41,684931
1139,000000; 41,495937
1138,000000; 41,292213
1137,000000; 41,108786
1136,000000; 40,947638
1135,000000; 40,751187
1134,000000; 40,571447
1133,000000; 40,376781
1132,000000; 40,191447
1131,000000; 39,987162
1130,000000; 39,799871
1129,000000; 39,592144
1128,000000; 39,405575
1127,000000; 39,226724
1126,000000; 39,033422
1125,000000; 38,830287
1124,000000; 38,638774
1123,000000; 38,442069
1122,000000; 38,236901
1121,000000; 38,059048
1120,000000; 37,873192
1119,000000; 37,696667
1118,000000; 37,505637
1117,000000; 37,331352
1116,000000; 37,124367
1115,000000; 36,914404
1114,000000; 36,719524
1113,000000; 36,532762
1112,000000; 36,360926
1111,000000; 36,165830
1110,000000; 35,953911
1109,000000; 35,787842
1108,000000; 35,605794
1107,000000; 35,428486
1106,000000; 35,231638
